task_id,msg_index,role,tokens,cites,mean_cos_sim,max_cos_sim
3dc61687-7742-47cb-b13b-925b74365a19,8,assistant,128,10,0.6495,0.7960
3dc61687-7742-47cb-b13b-925b74365a19,9,tool,1249,10,0.3919,0.5197
3dc61687-7742-47cb-b13b-925b74365a19,10,assistant,89,9,0.5366,0.8626
3dc61687-7742-47cb-b13b-925b74365a19,11,tool,74,4,0.3758,0.7096
3dc61687-7742-47cb-b13b-925b74365a19,12,assistant,148,8,0.5999,0.7693
3dc61687-7742-47cb-b13b-925b74365a19,13,tool,626,3,0.3719,0.5299
3dc61687-7742-47cb-b13b-925b74365a19,14,assistant,179,5,0.5639,0.7363
3dc61687-7742-47cb-b13b-925b74365a19,15,tool,525,7,0.2939,0.4292
3dc61687-7742-47cb-b13b-925b74365a19,16,assistant,76,6,0.3989,0.5057
3dc61687-7742-47cb-b13b-925b74365a19,17,tool,174,3,0.4225,0.5397
3dc61687-7742-47cb-b13b-925b74365a19,18,assistant,184,5,0.6080,0.7637
3dc61687-7742-47cb-b13b-925b74365a19,19,tool,2063,2,0.4560,0.5456
3dc61687-7742-47cb-b13b-925b74365a19,20,assistant,217,4,0.6287,0.7241
3dc61687-7742-47cb-b13b-925b74365a19,21,tool,409,3,0.3616,0.4832
3dc61687-7742-47cb-b13b-925b74365a19,22,assistant,143,3,0.6137,0.8294
3dc61687-7742-47cb-b13b-925b74365a19,23,tool,6659,3,0.3936,0.5893
3dc61687-7742-47cb-b13b-925b74365a19,24,assistant,148,2,0.3905,0.5515
3dc61687-7742-47cb-b13b-925b74365a19,25,tool,102,0,0.2910,0.3075
3dc61687-7742-47cb-b13b-925b74365a19,26,assistant,189,1,0.5045,0.5389
3dc61687-7742-47cb-b13b-925b74365a19,27,tool,74,0,0.2059,0.2237
3dc61687-7742-47cb-b13b-925b74365a19,28,assistant,128,0,0.7538,0.7538
3dc61687-7742-47cb-b13b-925b74365a19,29,tool,1702,0,0.1416,0.1416
dee0ef42-063b-4b39-a395-39e9a5a5d242,1,user,26,4,0.2926,0.4539
dee0ef42-063b-4b39-a395-39e9a5a5d242,2,assistant,159,13,0.4106,0.6615
dee0ef42-063b-4b39-a395-39e9a5a5d242,3,tool,33098,13,0.2002,0.3186
dee0ef42-063b-4b39-a395-39e9a5a5d242,4,assistant,102,12,0.5957,0.8319
dee0ef42-063b-4b39-a395-39e9a5a5d242,5,tool,434,3,0.4114,0.5614
dee0ef42-063b-4b39-a395-39e9a5a5d242,6,assistant,102,10,0.4924,0.6876
dee0ef42-063b-4b39-a395-39e9a5a5d242,7,tool,6890,4,0.3168,0.5004
dee0ef42-063b-4b39-a395-39e9a5a5d242,8,assistant,116,10,0.5941,0.7756
dee0ef42-063b-4b39-a395-39e9a5a5d242,9,tool,1911,10,0.3420,0.4919
dee0ef42-063b-4b39-a395-39e9a5a5d242,10,assistant,80,7,0.5879,0.7672
dee0ef42-063b-4b39-a395-39e9a5a5d242,11,tool,45,3,0.2081,0.3205
dee0ef42-063b-4b39-a395-39e9a5a5d242,12,assistant,86,6,0.5919,0.7976
dee0ef42-063b-4b39-a395-39e9a5a5d242,13,tool,71,7,0.2224,0.3852
dee0ef42-063b-4b39-a395-39e9a5a5d242,14,assistant,176,7,0.4593,0.5975
dee0ef42-063b-4b39-a395-39e9a5a5d242,15,tool,3690,7,0.5873,0.6783
dee0ef42-063b-4b39-a395-39e9a5a5d242,16,assistant,197,6,0.6577,0.7943
dee0ef42-063b-4b39-a395-39e9a5a5d242,17,tool,3452,5,0.2490,0.3282
dee0ef42-063b-4b39-a395-39e9a5a5d242,18,assistant,261,5,0.4161,0.6132
dee0ef42-063b-4b39-a395-39e9a5a5d242,19,tool,4281,5,0.6699,0.8062
dee0ef42-063b-4b39-a395-39e9a5a5d242,20,assistant,160,4,0.6281,0.7607
dee0ef42-063b-4b39-a395-39e9a5a5d242,21,tool,4809,4,0.5592,0.6583
dee0ef42-063b-4b39-a395-39e9a5a5d242,22,assistant,174,3,0.5121,0.5975
dee0ef42-063b-4b39-a395-39e9a5a5d242,23,tool,123,3,0.6235,0.6596
dee0ef42-063b-4b39-a395-39e9a5a5d242,24,assistant,118,2,0.6932,0.7563
dee0ef42-063b-4b39-a395-39e9a5a5d242,25,tool,1937,2,0.4972,0.5043
dee0ef42-063b-4b39-a395-39e9a5a5d242,26,assistant,151,1,0.7234,0.7234
dee0ef42-063b-4b39-a395-39e9a5a5d242,27,tool,144,1,0.6777,0.6777
0aace1f5-f64d-48d0-a8c1-e545ad277667,1,user,25,1,0.6025,0.6342
0aace1f5-f64d-48d0-a8c1-e545ad277667,2,assistant,155,1,0.6302,0.6842
0aace1f5-f64d-48d0-a8c1-e545ad277667,3,tool,31591,1,0.2710,0.2939
0aace1f5-f64d-48d0-a8c1-e545ad277667,4,assistant,899,0,0.6886,0.6886
0aace1f5-f64d-48d0-a8c1-e545ad277667,5,tool,4710,0,0.6505,0.6505
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,1,user,22,1,0.2231,0.6128
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,2,assistant,71,5,0.2654,0.7268
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,3,tool,6881,12,0.2649,0.5306
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,4,assistant,78,3,0.1188,0.5407
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,5,tool,2428,13,0.1937,0.5367
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,6,assistant,238,12,0.4366,0.6283
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,7,tool,213,3,0.4151,0.5804
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,8,assistant,142,3,0.4019,0.5780
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,9,tool,33389,3,0.2965,0.4498
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,10,assistant,254,10,0.5558,0.7107
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,11,tool,22229,10,0.4716,0.6162
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,12,assistant,1409,9,0.4266,0.6333
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,13,tool,475,7,0.5523,0.7182
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,14,assistant,445,8,0.4540,0.6168
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,15,tool,273,8,0.4552,0.6315
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,16,assistant,1045,7,0.5709,0.7778
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,17,tool,901,7,0.6178,0.7200
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,18,assistant,73,6,0.5553,0.6739
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,19,tool,1185,6,0.5753,0.6776
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,20,assistant,176,5,0.5600,0.6602
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,21,tool,250,5,0.4976,0.5814
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,22,assistant,108,4,0.4761,0.5990
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,23,tool,189,4,0.5494,0.6750
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,24,assistant,387,3,0.5841,0.7620
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,25,tool,682,3,0.5791,0.7440
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,26,assistant,504,2,0.6103,0.6852
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,27,tool,631,2,0.5514,0.6466
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,28,assistant,303,1,0.3882,0.4122
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,29,tool,347,1,0.4305,0.4427
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,30,assistant,95,0,0.4684,0.4684
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,31,tool,1695,0,0.5042,0.5042
262b40c8-0dd4-4b3e-a91e-2ca8d9066ac2,32,user,35,0,0.1636,0.1636
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,1,user,25,10,0.4225,0.7547
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,2,assistant,259,11,0.4781,0.7525
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,3,tool,180,9,0.4552,0.8002
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,4,assistant,125,10,0.3325,0.5429
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,5,tool,32952,13,0.2785,0.5192
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,6,assistant,138,11,0.3561,0.4704
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,7,tool,9528,12,0.4605,0.6099
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,8,assistant,122,11,0.4974,0.6587
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,9,tool,8766,10,0.5161,0.8062
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,10,assistant,171,9,0.4554,0.6827
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,11,tool,180,8,0.4312,0.7945
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,12,assistant,218,9,0.5121,0.6943
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,13,tool,5992,9,0.4839,0.6443
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,14,assistant,564,8,0.4636,0.7740
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,15,tool,314,8,0.4796,0.7273
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,16,assistant,228,7,0.4784,0.6609
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,17,tool,267,7,0.4906,0.6693
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,18,assistant,4050,6,0.6221,0.8034
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,19,tool,44,4,0.2912,0.3875
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,20,assistant,3206,5,0.5372,0.6351
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,21,tool,44,3,0.2669,0.3619
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,22,assistant,2560,4,0.6497,0.7773
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,23,tool,72,2,0.2973,0.3833
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,24,assistant,2937,3,0.5995,0.6378
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,25,tool,72,1,0.3061,0.3874
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,26,assistant,223,2,0.4570,0.5450
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,27,tool,243,2,0.4838,0.5811
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,28,assistant,466,1,0.5954,0.5964
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,29,tool,223,1,0.4199,0.4532
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,30,assistant,153,0,0.5075,0.5075
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,31,tool,176,0,0.4624,0.4624
cf79e3fb-cd17-4d18-aeda-64520e1a05ae,32,user,35,0,0.2434,0.2434
8360ae52-cd6c-4716-a508-34f5571337d9,1,user,39,3,0.5383,0.6686
8360ae52-cd6c-4716-a508-34f5571337d9,2,assistant,153,3,0.5690,0.6815
8360ae52-cd6c-4716-a508-34f5571337d9,3,tool,32754,3,0.2597,0.3434
8360ae52-cd6c-4716-a508-34f5571337d9,4,assistant,161,2,0.4272,0.5032
8360ae52-cd6c-4716-a508-34f5571337d9,5,tool,7246,2,0.4607,0.5343
8360ae52-cd6c-4716-a508-34f5571337d9,6,assistant,196,1,0.7531,0.7531
8360ae52-cd6c-4716-a508-34f5571337d9,7,tool,14096,1,0.2600,0.2600
86253e59-7622-426c-9b80-576672a31dba,1,user,26,7,0.2338,0.4703
86253e59-7622-426c-9b80-576672a31dba,2,assistant,152,11,0.3944,0.8052
86253e59-7622-426c-9b80-576672a31dba,3,tool,32196,11,0.3322,0.5090
86253e59-7622-426c-9b80-576672a31dba,4,assistant,251,11,0.5297,0.7983
86253e59-7622-426c-9b80-576672a31dba,5,tool,1990,2,0.3643,0.6145
86253e59-7622-426c-9b80-576672a31dba,6,assistant,157,11,0.5572,0.7263
86253e59-7622-426c-9b80-576672a31dba,7,tool,388,11,0.4211,0.5710
86253e59-7622-426c-9b80-576672a31dba,8,assistant,180,10,0.6245,0.7310
86253e59-7622-426c-9b80-576672a31dba,9,tool,10437,10,0.6047,0.7215
86253e59-7622-426c-9b80-576672a31dba,10,assistant,166,9,0.6125,0.8150
86253e59-7622-426c-9b80-576672a31dba,11,tool,2393,4,0.3785,0.6191
86253e59-7622-426c-9b80-576672a31dba,12,assistant,142,8,0.5828,0.7421
86253e59-7622-426c-9b80-576672a31dba,13,tool,4814,7,0.3512,0.5989
86253e59-7622-426c-9b80-576672a31dba,14,assistant,161,6,0.5234,0.6436
86253e59-7622-426c-9b80-576672a31dba,15,tool,3525,7,0.6020,0.7046
86253e59-7622-426c-9b80-576672a31dba,16,assistant,113,6,0.5674,0.7227
86253e59-7622-426c-9b80-576672a31dba,17,tool,140,5,0.5416,0.6439
86253e59-7622-426c-9b80-576672a31dba,18,assistant,50,4,0.5347,0.7046
86253e59-7622-426c-9b80-576672a31dba,19,tool,194,4,0.4306,0.6431
86253e59-7622-426c-9b80-576672a31dba,20,assistant,58,4,0.5778,0.6841
86253e59-7622-426c-9b80-576672a31dba,21,tool,73,4,0.3643,0.6762
86253e59-7622-426c-9b80-576672a31dba,22,assistant,227,3,0.5373,0.6120
86253e59-7622-426c-9b80-576672a31dba,23,tool,407,3,0.4730,0.6454
86253e59-7622-426c-9b80-576672a31dba,24,assistant,83,2,0.2816,0.3271
86253e59-7622-426c-9b80-576672a31dba,25,tool,381,2,0.6967,0.7548
86253e59-7622-426c-9b80-576672a31dba,26,assistant,259,1,0.6726,0.7727
86253e59-7622-426c-9b80-576672a31dba,27,tool,176,1,0.6617,0.7094
86253e59-7622-426c-9b80-576672a31dba,28,assistant,284,0,0.6192,0.6192
86253e59-7622-426c-9b80-576672a31dba,29,tool,173,0,0.5428,0.5428
7f4a2663-f3c3-4f91-95ee-eb1b2297d4c3,1,user,31,1,0.6346,0.7061
7f4a2663-f3c3-4f91-95ee-eb1b2297d4c3,2,assistant,422,0,0.6651,0.6651
7f4a2663-f3c3-4f91-95ee-eb1b2297d4c3,3,tool,1409,0,0.5574,0.5574
946e57e0-588a-4fea-8706-55d3494484a4,1,user,27,12,0.4181,0.7221
946e57e0-588a-4fea-8706-55d3494484a4,2,assistant,436,13,0.4276,0.7627
946e57e0-588a-4fea-8706-55d3494484a4,3,tool,383,13,0.5870,0.6844
946e57e0-588a-4fea-8706-55d3494484a4,4,assistant,145,13,0.4876,0.5912
946e57e0-588a-4fea-8706-55d3494484a4,5,tool,53,13,0.5762,0.7319
946e57e0-588a-4fea-8706-55d3494484a4,6,assistant,758,12,0.6778,0.8174
946e57e0-588a-4fea-8706-55d3494484a4,7,tool,44,11,0.3717,0.4937
946e57e0-588a-4fea-8706-55d3494484a4,8,assistant,58,11,0.4995,0.6734
946e57e0-588a-4fea-8706-55d3494484a4,9,tool,45,11,0.2657,0.3784
946e57e0-588a-4fea-8706-55d3494484a4,10,assistant,115,10,0.6447,0.8491
946e57e0-588a-4fea-8706-55d3494484a4,11,tool,43,10,0.3687,0.4809
946e57e0-588a-4fea-8706-55d3494484a4,12,assistant,381,9,0.7105,0.9050
946e57e0-588a-4fea-8706-55d3494484a4,13,tool,44,9,0.3661,0.4863
946e57e0-588a-4fea-8706-55d3494484a4,14,assistant,114,8,0.7101,0.8586
946e57e0-588a-4fea-8706-55d3494484a4,15,tool,43,8,0.3576,0.4842
946e57e0-588a-4fea-8706-55d3494484a4,16,assistant,1192,7,0.7133,0.8703
946e57e0-588a-4fea-8706-55d3494484a4,17,tool,44,7,0.3566,0.4874
946e57e0-588a-4fea-8706-55d3494484a4,18,assistant,927,6,0.6236,0.7978
946e57e0-588a-4fea-8706-55d3494484a4,19,tool,44,6,0.3562,0.4798
946e57e0-588a-4fea-8706-55d3494484a4,20,assistant,90,5,0.6603,0.8609
946e57e0-588a-4fea-8706-55d3494484a4,21,tool,43,5,0.3336,0.4744
946e57e0-588a-4fea-8706-55d3494484a4,22,assistant,2911,4,0.6241,0.7532
946e57e0-588a-4fea-8706-55d3494484a4,23,tool,72,4,0.3431,0.4235
946e57e0-588a-4fea-8706-55d3494484a4,24,assistant,67,3,0.5334,0.7714
946e57e0-588a-4fea-8706-55d3494484a4,25,tool,71,3,0.3296,0.4253
946e57e0-588a-4fea-8706-55d3494484a4,26,assistant,544,2,0.5564,0.7684
946e57e0-588a-4fea-8706-55d3494484a4,27,tool,72,2,0.3086,0.4233
946e57e0-588a-4fea-8706-55d3494484a4,28,assistant,1650,1,0.4942,0.5251
946e57e0-588a-4fea-8706-55d3494484a4,29,tool,84,1,0.2652,0.3334
946e57e0-588a-4fea-8706-55d3494484a4,30,assistant,533,0,0.4493,0.4493
946e57e0-588a-4fea-8706-55d3494484a4,31,tool,421,0,0.6991,0.6991
946e57e0-588a-4fea-8706-55d3494484a4,32,user,35,0,0.1398,0.1398
1f6fddff-3929-4a5b-8212-7996a749b303,1,user,24,9,0.4105,0.5802
1f6fddff-3929-4a5b-8212-7996a749b303,2,assistant,83,9,0.2919,0.6255
1f6fddff-3929-4a5b-8212-7996a749b303,3,tool,45,7,0.2898,0.7235
1f6fddff-3929-4a5b-8212-7996a749b303,4,assistant,101,9,0.3391,0.6871
1f6fddff-3929-4a5b-8212-7996a749b303,5,tool,74,7,0.2722,0.5625
1f6fddff-3929-4a5b-8212-7996a749b303,6,assistant,114,11,0.3621,0.4927
1f6fddff-3929-4a5b-8212-7996a749b303,7,tool,3804,12,0.3285,0.4266
1f6fddff-3929-4a5b-8212-7996a749b303,8,assistant,186,9,0.5497,0.7540
1f6fddff-3929-4a5b-8212-7996a749b303,9,tool,10730,11,0.5316,0.6611
1f6fddff-3929-4a5b-8212-7996a749b303,10,assistant,250,10,0.5609,0.8506
1f6fddff-3929-4a5b-8212-7996a749b303,11,tool,3722,10,0.4932,0.6572
1f6fddff-3929-4a5b-8212-7996a749b303,12,assistant,97,7,0.3212,0.5127
1f6fddff-3929-4a5b-8212-7996a749b303,13,tool,4928,7,0.4924,0.6794
1f6fddff-3929-4a5b-8212-7996a749b303,14,assistant,86,8,0.5668,0.7643
1f6fddff-3929-4a5b-8212-7996a749b303,15,tool,284,6,0.2743,0.4527
1f6fddff-3929-4a5b-8212-7996a749b303,16,assistant,66,7,0.4417,0.5856
1f6fddff-3929-4a5b-8212-7996a749b303,17,tool,183,6,0.3613,0.4308
1f6fddff-3929-4a5b-8212-7996a749b303,18,assistant,346,6,0.6163,0.8620
1f6fddff-3929-4a5b-8212-7996a749b303,19,tool,191,6,0.6380,0.9006
1f6fddff-3929-4a5b-8212-7996a749b303,20,assistant,1817,5,0.5312,0.7521
1f6fddff-3929-4a5b-8212-7996a749b303,21,tool,88,4,0.3514,0.4514
1f6fddff-3929-4a5b-8212-7996a749b303,22,assistant,53,4,0.4059,0.5433
1f6fddff-3929-4a5b-8212-7996a749b303,23,tool,73,4,0.3367,0.4278
1f6fddff-3929-4a5b-8212-7996a749b303,24,assistant,387,3,0.4380,0.4576
1f6fddff-3929-4a5b-8212-7996a749b303,25,tool,114,3,0.3549,0.4454
1f6fddff-3929-4a5b-8212-7996a749b303,26,assistant,187,2,0.6333,0.7140
1f6fddff-3929-4a5b-8212-7996a749b303,27,tool,218,2,0.6367,0.6866
1f6fddff-3929-4a5b-8212-7996a749b303,28,assistant,3261,1,0.5896,0.6645
1f6fddff-3929-4a5b-8212-7996a749b303,29,tool,84,1,0.3691,0.4662
1f6fddff-3929-4a5b-8212-7996a749b303,30,assistant,3233,0,0.5112,0.5112
1f6fddff-3929-4a5b-8212-7996a749b303,31,tool,84,0,0.2643,0.2643
1f6fddff-3929-4a5b-8212-7996a749b303,32,user,35,0,0.1401,0.1401
0c082354-fa8a-491d-aa69-f31716080171,1,user,18,10,0.4886,0.7485
0c082354-fa8a-491d-aa69-f31716080171,2,assistant,71,10,0.5004,0.6898
0c082354-fa8a-491d-aa69-f31716080171,3,tool,45,1,0.2820,0.6819
0c082354-fa8a-491d-aa69-f31716080171,4,assistant,113,11,0.4841,0.6937
0c082354-fa8a-491d-aa69-f31716080171,5,tool,74,1,0.3175,0.4836
0c082354-fa8a-491d-aa69-f31716080171,6,assistant,57,8,0.6249,0.8612
0c082354-fa8a-491d-aa69-f31716080171,7,tool,37,1,0.3418,0.4844
0c082354-fa8a-491d-aa69-f31716080171,8,assistant,58,8,0.2784,0.4720
0c082354-fa8a-491d-aa69-f31716080171,9,tool,4769,11,0.3393,0.4044
0c082354-fa8a-491d-aa69-f31716080171,10,assistant,124,10,0.6752,0.8329
0c082354-fa8a-491d-aa69-f31716080171,11,tool,1078,10,0.4568,0.7083
0c082354-fa8a-491d-aa69-f31716080171,12,assistant,127,9,0.7044,0.8368
0c082354-fa8a-491d-aa69-f31716080171,13,tool,16563,1,0.4248,0.6603
0c082354-fa8a-491d-aa69-f31716080171,14,assistant,151,8,0.6786,0.7828
0c082354-fa8a-491d-aa69-f31716080171,15,tool,13984,8,0.2878,0.4417
0c082354-fa8a-491d-aa69-f31716080171,16,assistant,114,7,0.6755,0.7891
0c082354-fa8a-491d-aa69-f31716080171,17,tool,3438,7,0.3646,0.5855
0c082354-fa8a-491d-aa69-f31716080171,18,assistant,164,6,0.6708,0.7951
0c082354-fa8a-491d-aa69-f31716080171,19,tool,5901,5,0.5479,0.6672
0c082354-fa8a-491d-aa69-f31716080171,20,assistant,140,5,0.6400,0.7383
0c082354-fa8a-491d-aa69-f31716080171,21,tool,2004,5,0.3701,0.5868
0c082354-fa8a-491d-aa69-f31716080171,22,assistant,107,4,0.5372,0.6830
0c082354-fa8a-491d-aa69-f31716080171,23,tool,6298,3,0.2312,0.3791
0c082354-fa8a-491d-aa69-f31716080171,24,assistant,109,3,0.7593,0.8807
0c082354-fa8a-491d-aa69-f31716080171,25,tool,10493,3,0.4808,0.6503
0c082354-fa8a-491d-aa69-f31716080171,26,assistant,121,2,0.7366,0.8136
0c082354-fa8a-491d-aa69-f31716080171,27,tool,543,2,0.5229,0.6222
0c082354-fa8a-491d-aa69-f31716080171,28,assistant,1385,1,0.7589,0.8119
0c082354-fa8a-491d-aa69-f31716080171,29,tool,693,1,0.5635,0.5674
0c082354-fa8a-491d-aa69-f31716080171,30,assistant,2876,0,0.5649,0.5649
0c082354-fa8a-491d-aa69-f31716080171,31,tool,214,0,0.3566,0.3566
0c082354-fa8a-491d-aa69-f31716080171,32,user,35,0,0.1731,0.1731
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,1,user,26,1,0.5435,0.5982
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,2,assistant,150,1,0.4519,0.5961
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,3,tool,33262,3,0.3883,0.4697
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,4,assistant,182,1,0.6225,0.6697
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,5,tool,8296,1,0.4792,0.5249
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,6,assistant,542,1,0.7371,0.7804
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,7,tool,1662,1,0.6305,0.6713
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,8,assistant,153,0,0.7669,0.7669
b582d60f-7ba1-4b59-9f28-dbd9690e8d23,9,tool,118,0,0.5646,0.5646
463f274d-2c91-4029-b696-572c3f41bf74,1,user,28,1,0.6296,0.6728
463f274d-2c91-4029-b696-572c3f41bf74,2,assistant,90,1,0.5883,0.6156
463f274d-2c91-4029-b696-572c3f41bf74,3,tool,439,1,0.5117,0.5623
463f274d-2c91-4029-b696-572c3f41bf74,4,assistant,380,0,0.8048,0.8048
463f274d-2c91-4029-b696-572c3f41bf74,5,tool,2046,0,0.5067,0.5067
4176c822-4861-4299-8d1f-00b6cf36a64e,1,user,21,1,0.6792,0.7315
4176c822-4861-4299-8d1f-00b6cf36a64e,2,assistant,2086,0,0.5551,0.5551
4176c822-4861-4299-8d1f-00b6cf36a64e,3,tool,1325,0,0.6115,0.6115
b8c5d0b1-f530-4230-9a9e-628e49e01386,1,user,27,14,0.4041,0.6379
b8c5d0b1-f530-4230-9a9e-628e49e01386,2,assistant,402,13,0.5083,0.6776
b8c5d0b1-f530-4230-9a9e-628e49e01386,3,tool,141,12,0.2950,0.4492
b8c5d0b1-f530-4230-9a9e-628e49e01386,4,assistant,99,12,0.4001,0.5101
b8c5d0b1-f530-4230-9a9e-628e49e01386,5,tool,82,12,0.3253,0.4645
b8c5d0b1-f530-4230-9a9e-628e49e01386,6,assistant,400,12,0.5882,0.7077
b8c5d0b1-f530-4230-9a9e-628e49e01386,7,tool,311,12,0.6624,0.9661
b8c5d0b1-f530-4230-9a9e-628e49e01386,8,assistant,289,11,0.4510,0.5519
b8c5d0b1-f530-4230-9a9e-628e49e01386,9,tool,45,11,0.2779,0.4131
b8c5d0b1-f530-4230-9a9e-628e49e01386,10,assistant,423,10,0.6293,0.9342
b8c5d0b1-f530-4230-9a9e-628e49e01386,11,tool,355,10,0.6726,0.9252
b8c5d0b1-f530-4230-9a9e-628e49e01386,12,assistant,2572,9,0.6226,0.7887
b8c5d0b1-f530-4230-9a9e-628e49e01386,13,tool,88,9,0.3487,0.4581
b8c5d0b1-f530-4230-9a9e-628e49e01386,14,assistant,2873,8,0.6459,0.9253
b8c5d0b1-f530-4230-9a9e-628e49e01386,15,tool,399,8,0.6571,0.9326
b8c5d0b1-f530-4230-9a9e-628e49e01386,16,assistant,1501,7,0.5909,0.7071
b8c5d0b1-f530-4230-9a9e-628e49e01386,17,tool,44,7,0.3223,0.3772
b8c5d0b1-f530-4230-9a9e-628e49e01386,18,assistant,3890,6,0.6174,0.9146
b8c5d0b1-f530-4230-9a9e-628e49e01386,19,tool,399,6,0.6389,0.9332
b8c5d0b1-f530-4230-9a9e-628e49e01386,20,assistant,3187,5,0.6629,0.8523
b8c5d0b1-f530-4230-9a9e-628e49e01386,21,tool,44,5,0.3344,0.3839
b8c5d0b1-f530-4230-9a9e-628e49e01386,22,assistant,4435,4,0.5816,0.8946
b8c5d0b1-f530-4230-9a9e-628e49e01386,23,tool,384,4,0.5792,0.9319
b8c5d0b1-f530-4230-9a9e-628e49e01386,24,assistant,2034,3,0.6121,0.6906
b8c5d0b1-f530-4230-9a9e-628e49e01386,25,tool,72,3,0.3609,0.4132
b8c5d0b1-f530-4230-9a9e-628e49e01386,26,assistant,1884,2,0.5066,0.6022
b8c5d0b1-f530-4230-9a9e-628e49e01386,27,tool,428,2,0.5017,0.5656
b8c5d0b1-f530-4230-9a9e-628e49e01386,28,assistant,3336,1,0.6511,0.7326
b8c5d0b1-f530-4230-9a9e-628e49e01386,29,tool,128,1,0.3350,0.3838
b8c5d0b1-f530-4230-9a9e-628e49e01386,30,assistant,2770,0,0.7184,0.7184
b8c5d0b1-f530-4230-9a9e-628e49e01386,31,tool,128,0,0.2954,0.2954
b8c5d0b1-f530-4230-9a9e-628e49e01386,32,user,35,0,0.2126,0.2126
d9a346f1-6ac7-400d-80e1-c56f3d631468,1,user,19,2,0.4039,0.5351
d9a346f1-6ac7-400d-80e1-c56f3d631468,2,assistant,124,4,0.4854,0.5740
d9a346f1-6ac7-400d-80e1-c56f3d631468,3,tool,1847,0,0.3545,0.4367
